Title:
Authors:
Table:
================================================================================
Byte-by-byte Description of file: datafile.txt
--------------------------------------------------------------------------------
   Bytes Format Units   Label            Explanations
--------------------------------------------------------------------------------
   1- 16 A16    --        2MASS            2MASS identification number
  18- 22 I5     --        Cnts             Combined number of X-ray photon
  24- 31 A8     mW/m2     AttXflux         Attenuated X-ray flux
  33- 41 A9     mW/m2     AttXfluxUnc      Attenuated X-ray flux uncertainty
  43- 59 A17    mW/m2     UnattXflux       Corrected X-ray flux
  61- 69 A9     mW/m2     UnattXfluxUnc    Corrected X-ray flux uncertainty
  71- 74 F4.2   [mW/m2]   XSurfaceFlux     X-ray surface flux
  76-103 F28.5  [mW/m2]   XSurfaceFluxUnc  X-ray surface flux uncertainty
--------------------------------------------------------------------------------
Note (1):   ***ADD LENGTHY NOTES HERE***
Note (2):   ***OR REMOVE THIS SECTION***
--------------------------------------------------------------------------------
22552472+6231328    40 5.68e-15 1.28e-15  1.213e-14         2.869e-15 6.82                      0.24000 
22552484+6238410 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.08 -199998000000000000000.00000 
22552486+6246446 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.11 -199998000000000000000.00000 
22552505+6236511 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.09 -199998000000000000000.00000 
22552589+6232538 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.97 -199998000000000000000.00000 
22552670+6246214 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.53 -199998000000000000000.00000 
22552722+6243290 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.83 -199998000000000000000.00000 
22552786+6252140 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.02 -199998000000000000000.00000 
22552802+6241311 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.59 -199998000000000000000.00000 
22552869+6238029    84 1.37e-14 1.70e-15  2.622e-14         3.536e-15 7.23                      0.13000 
22552876+6239449 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.45 -199998000000000000000.00000 
22552914+6235214    17 3.51e-15 1.53e-15  5.45e-15          2.384e-15 6.85                      0.44000 
22552932+6240474 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.59 -199998000000000000000.00000 
22553004+6232060 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.67 -199998000000000000000.00000 
22553006+6247393 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.16 -199998000000000000000.00000 
22553058+6240255    16 3.11e-15 1.02e-15  6.952e-15         2.967e-15 6.52                      0.43000 
22553068+6240132     4 1.61e-15 1.06e-15  1.612e-15         1.059e-15 5.72                      0.66000 
22553069+6244482 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.56 -199998000000000000000.00000 
22553091+6233111 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.36 -199998000000000000000.00000 
22553095+6238300    19 2.94e-15 8.12e-16  4.793e-15         1.409e-15 6.05                      0.29000 
22553128+6235099    28 4.85e-15 1.72e-15  6.739e-15         2.437e-15 6.56                      0.36000 
22553149+6233027 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.27 -199998000000000000000.00000 
22553159+6245013 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.36 -199998000000000000000.00000 
22553359+6253287 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.21 -199998000000000000000.00000 
22553370+6233093 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.93 -199998000000000000000.00000 
22553455+6235003 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.42 -199998000000000000000.00000 
22553517+6240139 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.72 -199998000000000000000.00000 
22553545+6242343 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.97 -199998000000000000000.00000 
22553606+6238563 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.27 -199998000000000000000.00000 
22553651+6243475 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.63 -199998000000000000000.00000 
22553672+6240145    90 1.07e-14 1.20e-15  2.13e-14          2.538e-15 7.07                      0.12000 
22553745+6241280    55 9.80e-15 2.10e-15  1.681e-14         3.928e-15 6.63                      0.23000 
22553788+6236475     1 2.49e-16 1.49e-16  9.574e-16         6.027e-16 6.21                      0.63000 
22553792+6235387 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.33 -199998000000000000000.00000 
22553815+6236063    38 6.60e-15 1.37e-15  9.846e-15         2.066e-15 6.64                      0.21000 
22553834+6241177   452 4.90e-14 3.08e-15  7.456e-14         4.849e-15 7.18                      0.07000 
22553843+6231057 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.08 -199998000000000000000.00000 
22553849+6256320 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.38 -199998000000000000000.00000 
22554091+6237475    96 2.11e-14 2.54e-15  2.702e-14         3.278e-15 7.41                      0.12000 
22554119+6247501 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.46 -199998000000000000000.00000 
22554154+6239030 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.13 -199998000000000000000.00000 
22554173+6232098   130 1.88e-14 2.61e-15  1.876e-14         2.609e-15 6.67                      0.14000 
22554205+6237426    65 1.46e-14 2.15e-15  2.833e-14         4.785e-15 7.76                      0.17000 
22554290+6231200     9 1.76e-15 7.24e-16  4.674e-15         2.012e-15 6.26                      0.43000 
22554366+6250388 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.87 -199998000000000000000.00000 
22554393+6231483 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.43 -199998000000000000000.00000 
22554407+6242130 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.42 -199998000000000000000.00000 
22554417+6237538 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.52 -199998000000000000000.00000 
22554423+6241220    20 6.92e-15 2.26e-15  9.815e-15         3.409e-15 6.79                      0.35000 
22554445+6242043 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.73 -199998000000000000000.00000 
22554485+6237199 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.10 -199998000000000000000.00000 
22554507+6232447 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.95 -199998000000000000000.00000 
22554507+6238547 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.43 -199998000000000000000.00000 
22554676+6228083 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.45 -199998000000000000000.00000 
22554683+6235311 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.44 -199998000000000000000.00000 
22554729+6230478 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.23 -199998000000000000000.00000 
22554732+6235451 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.46 -199998000000000000000.00000 
22554749+6241576 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.98 -199998000000000000000.00000 
22554765+6236152 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.95 -199998000000000000000.00000 
22554897+6246589 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.37 -199998000000000000000.00000 
22555010+6237443 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.98 -199998000000000000000.00000 
22555016+6240070   211 2.20e-14 1.55e-15  3.42e-14          2.553e-15 6.92                      0.07000 
22555060+6229317 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.16 -199998000000000000000.00000 
22555144+6233450    66 8.52e-15 1.84e-15  1.509e-14         3.491e-15 6.35                      0.23000 
22555152+6245053 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.32 -199998000000000000000.00000 
22555158+6239116 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.36 -199998000000000000000.00000 
22555172+6244245 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.57 -199998000000000000000.00000 
22555173+6225246 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.54 -199998000000000000000.00000 
22555202+6236520 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.80 -199998000000000000000.00000 
22555228+6249200 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.22 -199998000000000000000.00000 
22555300+6244157 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.24 -199998000000000000000.00000 
22555330+6235553 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.37 -199998000000000000000.00000 
22555524+6243134 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.45 -199998000000000000000.00000 
22555564+6244178 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.35 -199998000000000000000.00000 
22555607+6238112 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.04 -199998000000000000000.00000 
22555686+6234332 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.07 -199998000000000000000.00000 
22555744+6247022 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.26 -199998000000000000000.00000 
22555769+6237168 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.52 -199998000000000000000.00000 
22555820+6247267 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.29 -199998000000000000000.00000 
22555951+6243467   114 1.47e-14 1.86e-15  2.851e-14         3.946e-15 6.97                      0.14000 
22555956+6237572 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.76 -199998000000000000000.00000 
22555960+6247448 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.84 -199998000000000000000.00000 
22560030+6245029 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.09 -199998000000000000000.00000 
22560054+6234565    18 5.90e-15 1.65e-15  9.987e-15         2.807e-15 6.80                      0.28000 
22560068+6245310 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.24 -199998000000000000000.00000 
22560077+6246068 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.29 -199998000000000000000.00000 
22560088+6246279 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.70 -199998000000000000000.00000 
22560150+6247467 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.02 -199998000000000000000.00000 
22560219+6230383 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.93 -199998000000000000000.00000 
22560281+6245137 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.11 -199998000000000000000.00000 
22560337+6247133 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.71 -199998000000000000000.00000 
22560391+6243359 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.26 -199998000000000000000.00000 
22560428+6242388    17 5.60e-15 2.13e-15  1.251e-14         6.27e-15  6.32                      0.50000 
22560460+6239310    58 7.02e-15 1.66e-15  1.126e-14         3.65e-15  6.86                      0.32000 
22560480+6239460 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.18 -199998000000000000000.00000 
22560493+6232323    34 6.05e-15 1.41e-15  1.168e-14         3.036e-15 6.82                      0.26000 
22560527+6238379    55 1.16e-14 1.84e-15  3.175e-14         6.174e-15 6.96                      0.19000 
22560538+6238076 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.39 -199998000000000000000.00000 
22560544+6232101 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.28 -199998000000000000000.00000 
22560582+6233350     8 3.75e-15 1.49e-15  5.023e-15         2.076e-15 6.64                      0.41000 
22560659+6244469    45 1.11e-14 2.17e-15  2.469e-14         5.629e-15 6.82                      0.23000 
22560672+6243276 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.46 -199998000000000000000.00000 
22560679+6230580 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.30 -199998000000000000000.00000 
22560723+6245358 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.66 -199998000000000000000.00000 
22560790+6230425 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.29 -199998000000000000000.00000 
22560798+6241451 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.86 -199998000000000000000.00000 
22560830+6246070 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.50 -199998000000000000000.00000 
22560852+6232120    23 6.41e-15 2.12e-15  8.061e-15         2.744e-15 6.94                      0.34000 
22560861+6238583    19 2.44e-15 6.88e-16  4.323e-15         1.421e-15 6.47                      0.33000 
22560951+6238181    28 5.26e-15 1.07e-15  9.489e-15         1.963e-15 6.47                      0.21000 
22561022+6240021 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.66 -199998000000000000000.00000 
22561055+6239086 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.55 -199998000000000000000.00000 
22561075+6237014 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.23 -199998000000000000000.00000 
22561122+6233290 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.29 -199998000000000000000.00000 
22561148+6229568 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.46 -199998000000000000000.00000 
22561155+6243062    23 3.15e-15 7.90e-16  6.823e-15         1.861e-15 6.29                      0.27000 
22561171+6234568    18 6.27e-15 1.79e-15  6.271e-15         1.787e-15 6.78                      0.28000 
22561196+6240053    59 1.01e-14 1.50e-15  1.762e-14         2.625e-15 7.12                      0.15000 
22561299+6241383 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.44 -199998000000000000000.00000 
22561318+6235331 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.55 -199998000000000000000.00000 
22561343+6236452 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.08 -199998000000000000000.00000 
22561361+6235388 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.22 -199998000000000000000.00000 
22561377+6240505 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.92 -199998000000000000000.00000 
22561405+6239427   117 1.34e-14 1.82e-15  1.337e-14         1.823e-15 6.26                      0.14000 
22561473+6247246 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.96 -199998000000000000000.00000 
22561518+6242475 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.38 -199998000000000000000.00000 
22561535+6239269 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.30 -199998000000000000000.00000 
22561535+6242268 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.07 -199998000000000000000.00000 
22561656+6238178 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.47 -199998000000000000000.00000 
22561667+6238092     3 9.16e-16 4.55e-16  4.065e-15         1.62e-15  6.54                      0.40000 
22561697+6229157 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.58 -199998000000000000000.00000 
22561829+6245166 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.05 -199998000000000000000.00000 
22561852+6246575 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.23 -199998000000000000000.00000 
22561892+6238311 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.52 -199998000000000000000.00000 
22561932+6238380    62 7.35e-15 8.96e-16  1.5e-14           1.82e-15  7.14                      0.12000 
22562007+6252228 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.88 -199998000000000000000.00000 
22562134+6243257 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.69 -199998000000000000000.00000 
22562160+6248260 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.58 -199998000000000000000.00000 
22562231+6240488    25 7.19e-15 1.35e-15  2.949e-14         6.158e-15 7.10                      0.21000 
22562289+6243297 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.26 -199998000000000000000.00000 
22562302+6239225 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.47 -199998000000000000000.00000 
22562335+6236496 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.57 -199998000000000000000.00000 
22562371+6240514 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.11 -199998000000000000000.00000 
22562384+6235580 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.39 -199998000000000000000.00000 
22562430+6233415 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.39 -199998000000000000000.00000 
22562431+6232326 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.79 -199998000000000000000.00000 
22562443+6240141 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.79 -199998000000000000000.00000 
22562511+6252020 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.27 -199998000000000000000.00000 
22562551+6235517    71 8.15e-15 1.10e-15  1.495e-14         2.024e-15 6.80                      0.14000 
22562572+6249574 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.45 -199998000000000000000.00000 
22562574+6237070 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.03 -199998000000000000000.00000 
22562591+6236078 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.21 -199998000000000000000.00000 
22562637+6241289   103 1.78e-14 3.48e-15  4.659e-14         1.234e-14 6.96                      0.26000 
22562643+6244207 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.24 -199998000000000000000.00000 
22562690+6239272    31 2.12e-14 4.61e-15  4.099e-14         9.06e-15  6.95                      0.22000 
22562723+6239197 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.53 -199998000000000000000.00000 
22562844+6238244 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.52 -199998000000000000000.00000 
22562852+6232301 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.26 -199998000000000000000.00000 
22562860+6244405 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.15 -199998000000000000000.00000 
22562890+6238411    20 6.80e-15 1.83e-15  1.549e-14         4.55e-15  6.49                      0.29000 
22562923+6239398    27 4.14e-15 1.50e-15  5.221e-15         2.108e-15 6.72                      0.40000 
22562963+6245284   158 3.18e-14 3.50e-15  5.979e-14         7.193e-15 7.04                      0.12000 
22563003+6240133    91 1.79e-14 1.82e-15  3.713e-14         4.245e-15 7.29                      0.11000 
22563105+6246581 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.99 -199998000000000000000.00000 
22563119+6255126 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.77 -199998000000000000000.00000 
22563127+6240588    65 1.25e-14 1.49e-15  1.251e-14         1.49e-15  6.41                      0.12000 
22563259+6238417    65 2.37e-14 4.30e-15  2.38e-14          4.314e-15 6.37                      0.18000 
22563368+6226567 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.27 -199998000000000000000.00000 
22563527+6239074    39 4.02e-14 8.32e-15  5.15e-14          1.069e-14 6.94                      0.21000 
22563654+6240077 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.16 -199998000000000000000.00000 
22563660+6235553   105 1.53e-14 1.65e-15  2.741e-14         2.975e-15 6.92                      0.11000 
22563660+6236064    44 1.63e-14 3.07e-15  2.678e-14         5.058e-15 6.75                      0.19000 
22563677+6246211 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.23 -199998000000000000000.00000 
22563677+6255599 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.07 -199998000000000000000.00000 
22563733+6236463 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.04 -199998000000000000000.00000 
22563753+6229123 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.66 -199998000000000000000.00000 
22563857+6245314 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.32 -199998000000000000000.00000 
22563884+6230376 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.64 -199998000000000000000.00000 
22563906+6245092   274 4.77e-14 3.00e-15  8.699e-14         5.663e-15 6.96                      0.07000 
22563942+6243554 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.26 -199998000000000000000.00000 
22563970+6232021 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.05 -199998000000000000000.00000 
22564034+6245133 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.98 -199998000000000000000.00000 
22564088+6243432    38 7.29e-15 1.17e-15  1.348e-14         2.166e-15 6.69                      0.16000 
22564102+6237042 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.32 -199998000000000000000.00000 
22564147+6243037 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.26 -199998000000000000000.00000 
22564194+6241315    33 8.69e-15 2.15e-15  2.535e-14         1.033e-14 7.14                      0.41000 
22564210+6236207 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.88 -199998000000000000000.00000 
22564271+6237475 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.19 -199998000000000000000.00000 
22564307+6232184 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.35 -199998000000000000000.00000 
22564355+6247239 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.45 -199998000000000000000.00000 
22564371+6242017 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.12 -199998000000000000000.00000 
22564486+6237541    37 6.88e-15 1.07e-15  6.877e-15         1.071e-15 6.25                      0.16000 
22564512+6246193 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.13 -199998000000000000000.00000 
22564513+6229180 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.65 -199998000000000000000.00000 
22564532+6241155 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.12 -199998000000000000000.00000 
22564566+6235349 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.28 -199998000000000000000.00000 
22564603+6244041 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.67 -199998000000000000000.00000 
22564619+6244225    23 9.58e-15 2.28e-15  2.486e-14         7.256e-15 6.84                      0.29000 
22564670+6236498 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.38 -199998000000000000000.00000 
22564720+6237055 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.93 -199998000000000000000.00000 
22564756+6242203 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.64 -199998000000000000000.00000 
22564776+6238136 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.13 -199998000000000000000.00000 
22564953+6241098   290 3.80e-14 2.90e-15  7.045e-14         5.831e-15 7.05                      0.08000 
22564969+6238300 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.22 -199998000000000000000.00000 
22565032+6252593 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.51 -199998000000000000000.00000 
22565123+6243197   255 4.74e-14 2.86e-15  6.598e-14         3.962e-15 7.08                      0.06000 
22565153+6241092 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.33 -199998000000000000000.00000 
22565179+6240372 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.33 -199998000000000000000.00000 
22565186+6239521     0 4.92e-15 4.17e-15  4.92213159512e-15 6.934e-15 6.40                    138.68000 
22565214+6240445 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.85 -199998000000000000000.00000 
22565216+6241423 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.16 -199998000000000000000.00000 
22565242+6240126 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.19 -199998000000000000000.00000 
22565259+6246560 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.65 -199998000000000000000.00000 
22565357+6236037 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.05 -199998000000000000000.00000 
22565359+6245034 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.32 -199998000000000000000.00000 
22565364+6241433 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.12 -199998000000000000000.00000 
22565512+6239491 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.28 -199998000000000000000.00000 
22565515+6245088 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.17 -199998000000000000000.00000 
22565527+6242240   197 2.91e-14 3.24e-15  4.731e-14         5.471e-15 6.63                      0.12000 
22565821+6242543 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.28 -199998000000000000000.00000 
22570078+6243108 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.38 -199998000000000000000.00000 
22570134+6242133 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.87 -199998000000000000000.00000 
22570150+6247203 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.60 -199998000000000000000.00000 
22570466+6240530 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.50 -199998000000000000000.00000 
22570594+6238180 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.48 -199998000000000000000.00000 
22570687+6244008 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.92 -199998000000000000000.00000 
22570696+6246229 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.47 -199998000000000000000.00000 
22570820+6239115 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.58 -199998000000000000000.00000 
22570858+6242536 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.28 -199998000000000000000.00000 
22570913+6246032 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.07 -199998000000000000000.00000 
22570917+6238560 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.88 -199998000000000000000.00000 
22570919+6233337 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.02 -199998000000000000000.00000 
22571300+6243211 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.65 -199998000000000000000.00000 
22571485+6237437 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   6.25 -199998000000000000000.00000 
22571517+6245499 -9999 4.92e-15 -1.00e+04 4.92213159512e-15 -9999.9   5.85 -199998000000000000000.00000 
